
0 0
10 0
15 0
20 0
25 0
35 0
46 0
56 0
106 0
116 0
137 0
142 0
234 0
269 0
275 0
280 0
474 0
479 0
1397 0
2720 0
2735 0
2766 0
3054 0
3059 0
3064 0
3069 0
3074 0
3079 0
3085 0
3090 0
3095 0
3100 0
3105 0
3110 0
3121 0
3131 0
3157 0
3172 0
3178 0
3203 0
3224 0
3234 0
3255 0
3260 0
3265 0
3275 0
5893 0
6036 0
6104 0
7174 0
7179 0
7184 0
7732 0
10348 0
10359 0
10903 0
13524 0
16658 0
17791 0
17796 0
17822 0
17832 0
17892 0
17898 0
17918 0
17933 0
17938 0
17948 0
18695 0
18962 0
19444 0
20031 0
20697 0
21312 0
21317 0
21322 0
21337 0
21348 0
21353 0
21399 0
21404 0
21475 0
21542 0
22505 0
22511 0
22526 0
22577 0
22624 0
22680 0
22706 0
22763 0
22829 0
23169 0
24150 0
24931 0
25270 0
25860 0
28559 0
29314 0
29324 0
29539 0
29544 0
30208 0
30254 0
30403 0
30408 0
30887 0
30892 0
31571 0
31618 0
31685 0
32251 0
32931 0
35033 0
35038 0
35043 0
35058 0
35084 77
35151 77
35156 77
35197 77
35836 77
36504 77
36535 77
36550 77
36555 77
36617 77
36628 77
39366 77
39386 77
39546 77
39735 77
39918 77
40041 77
40955 77
40960 77
41119 77
41135 77
41593 77
41608 77
41613 77
41618 77
41644 77
41680 77
41695 77
41700 77
41705 77
41721 77
42271 77
42291 77
42930 77
42956 77
42966 77
43424 77
43450 77
44037 77
44042 77
44099 77
44186 77
44263 77
44711 77
44741 77
44752 77
45359 77
45370 77
45457 77
45473 77
46080 77
46085 77
46122 77
46178 77
46523 77
49192 77
49197 77
49203 77
49208 77
49213 77
49218 77
49223 77
49228 77
49285 77
49290 77
49326 77
50702 77
50713 77
53225 77
53230 77
53343 77
53368 77
59892 77
59897 77
59902 77
59927 77
59983 77
59998 77
60070 77
60090 77
60141 77
66526 77
66547 77
66552 77
66628 77
66633 77
66654 77
66669 77
66695 77
68035 77
89126 77
89131 77
89136 77
89142 77
89152 77
111512 77
111517 77
111548 77
111553 77
115080 77
118610 77
122178 77
122188 77
125703 77
125708 77
129178 77
132641 77
135023 77
138013 77
139297 77
142529 77
143699 77
145078 77
146758 77
147988 77
149390 77
150188 77
152349 77
153215 77
154001 77
155443 77
158744 77
160260 77
162066 77
163344 77
166277 77
167918 77
170230 77
171147 77
172522 77
172825 77
174358 77
174840 77
176053 77
179615 77
179621 77
180407 77
180412 77
180417 77
180422 77
180427 77
189358 77
190513 77
190543 77
194323 77
198061 77
201704 77
205411 77
208485 77
210053 77
214837 77
218457 77
220501 77
221091 77
223217 77
224403 77
225647 77
226441 77
226447 77
228058 77
229254 77
230031 77
231363 77
231913 77
233305 77
233935 77
234376 77
234627 77
234632 77
236172 77
236547 77
237158 77
237933 77
237944 77
237949 77
238041 77
238047 77
239240 77
239261 77
239301 77
239517 77
239527 77
240185 77
240195 77
241992 77
287053 77
290331 77
296710 77
296751 77
314819 77
335313 77
357629 77
392396 77
392427 77
392448 77
400781 77
400807 77
400812 77
401949 77
401980 77
404735 77
405078 77
405098 77
405180 77
405217 77
413311 77
413393 77
416266 77
463006 77
469255 77
469321 77
471859 77
473045 77
473050 77
476193 77
477983 77
480648 77
482296 77
483340 77
483930 77
486137 77
487123 77
487815 77
488366 77
489263 77
489674 77
490859 77
491245 77
491951 77
492094 77
492533 77
492650 77
493243 77
493858 77
493863 77
494734 77
494739 77
497624 77
498133 77
499069 77
499074 77
499290 77
502497 77
506229 77
506473 77
507304 77
524159 77
524164 77
524240 77
526282 77
526297 77
530141 77
530146 77
535837 77
546579 77
556957 77
557034 77
557120 77
569940 77
569950 77
569960 77
570093 77
580357 77
580424 77
